"","Site","Date","chloride","Cond","Volume","Receiving","address","location","NaCl","estimated_cl","year","latitude","longitude","geometry"
"860","5202 Brookside Dr",2014-07-09,867,3300,132489.41244,"Starkweather Creek","5202 Brookside Dr Madison, WI","outdoor",NA,NA,2014,43.15355,-89.28322,c(-89.28322, 43.15355)
"861","5202 Brookside Dr",2003-08-14,1340,4640,132489.41244,"Starkweather Creek","5202 Brookside Dr Madison, WI","outdoor",NA,NA,2003,43.15355,-89.28322,c(-89.28322, 43.15355)
"862","5202 Brookside Dr",2015-08-11,1460,5230,132489.41244,"Starkweather Creek","5202 Brookside Dr Madison, WI","outdoor",NA,NA,2015,43.15355,-89.28322,c(-89.28322, 43.15355)
"863","5202 Brookside Dr",2007-07-24,1511,5270,132489.41244,"Starkweather Creek","5202 Brookside Dr Madison, WI","outdoor",NA,NA,2007,43.15355,-89.28322,c(-89.28322, 43.15355)
"864","517 Grand Canyon Dr",2006-11-28,926.2,3160,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2006,43.054764,-89.49661,c(-89.49661, 43.054764)
"865","517 Grand Canyon Dr",2007-06-04,1088,3690,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2007,43.054764,-89.49661,c(-89.49661, 43.054764)
"866","516 Grand Canyon Dr",2008-07-28,750.5,2837,NA,"Spring Harbor","516 Grand Canyon Dr Madison, WI","indoor",NA,NA,2008,43.05511,-89.496635,c(-89.496635, 43.05511)
"867","517 Grand Canyon Dr",2008-07-28,676.4,2488,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2008,43.054764,-89.49661,c(-89.49661, 43.054764)
"868","517 Grand Canyon Dr",2010-02-11,884,3100,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2010,43.054764,-89.49661,c(-89.49661, 43.054764)
"869","517 Grand Canyon Dr",2011-01-04,556,2120,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2011,43.054764,-89.49661,c(-89.49661, 43.054764)
"870","517 Grand Canyon Dr",2012-02-23,939,3250,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2012,43.054764,-89.49661,c(-89.49661, 43.054764)
"871","517 Grand Canyon Dr",2013-01-11,1300,4560,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2013,43.054764,-89.49661,c(-89.49661, 43.054764)
"872","517 Grand Canyon Dr",2015-01-14,476,2000,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2015,43.054764,-89.49661,c(-89.49661, 43.054764)
"873","517 Grand Canyon Dr",2016-03-01,573,2320,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2016,43.054764,-89.49661,c(-89.49661, 43.054764)
"874","517 Grand Canyon Dr",2017-01-05,635,2260,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2017,43.054764,-89.49661,c(-89.49661, 43.054764)
"875","517 Grand Canyon Dr",2018-02-01,750,2590,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2018,43.054764,-89.49661,c(-89.49661, 43.054764)
"876","516 Grand Canyon Dr",2019-02-05,409,2370,NA,"Spring Harbor","516 Grand Canyon Dr Madison, WI","indoor",NA,NA,2019,43.05511,-89.496635,c(-89.496635, 43.05511)
"877","517 Grand Canyon Dr",2019-02-05,880,3280,NA,"Spring Harbor","517 Grand Canyon Dr Madison, WI","indoor",NA,NA,2019,43.054764,-89.49661,c(-89.49661, 43.054764)
"878","5217 E Terrace Dr",2012-02-06,530,2100,NA,"Starkweather Creek","5217 E Terrace Dr Madison, WI","indoor",NA,NA,2012,43.143612,-89.29165,c(-89.29165, 43.143612)
"879","5217 E Terrace Dr",2011-01-12,571,2140,NA,"Starkweather Creek","5217 E Terrace Dr Madison, WI","indoor",NA,NA,2011,43.143612,-89.29165,c(-89.29165, 43.143612)
"880","5217 E Terrace Dr",2008-06-23,664.2,2384,NA,"Starkweather Creek","5217 E Terrace Dr Madison, WI","indoor",NA,NA,2008,43.143612,-89.29165,c(-89.29165, 43.143612)
"881","5217 E Terrace Dr",2017-01-03,687,2540,NA,"Starkweather Creek","5217 E Terrace Dr Madison, WI","indoor",NA,NA,2017,43.143612,-89.29165,c(-89.29165, 43.143612)
"882","5217 E Terrace Dr",2013-01-09,837,2910,NA,"Starkweather Creek","5217 E Terrace Dr Madison, WI","indoor",NA,NA,2013,43.143612,-89.29165,c(-89.29165, 43.143612)
"883","5217 E Terrace Dr",2004-06-30,870.6,4020,NA,"Starkweather Creek","5217 E Terrace Dr Madison, WI","indoor",NA,NA,2004,43.143612,-89.29165,c(-89.29165, 43.143612)
"884","5217 E Terrace Dr",2015-01-12,953,3390,NA,"Starkweather Creek","5217 E Terrace Dr Madison, WI","indoor",NA,NA,2015,43.143612,-89.29165,c(-89.29165, 43.143612)
"885","5217 E Terrace Dr",2019-01-23,971,NA,NA,"Starkweather Creek","5217 E Terrace Dr Madison, WI","indoor",NA,NA,2019,43.143612,-89.29165,c(-89.29165, 43.143612)
"886","5217 E Terrace Dr",2018-01-18,1310,4330,NA,"Starkweather Creek","5217 E Terrace Dr Madison, WI","indoor",NA,NA,2018,43.143612,-89.29165,c(-89.29165, 43.143612)
"887","5317 High Crossing Blvd",2018-01-18,225.326,1160,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,"y",2018,43.138985,-89.28901,c(-89.28901, 43.138985)
"888","5317 High Crossing Blvd",2017-01-03,310.18,1450,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,"y",2017,43.138985,-89.28901,c(-89.28901, 43.138985)
"889","525 W Johnson St",2019-02-21,356,1560,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,NA,2019,43.080227,-89.38219,c(-89.38219, 43.080227)
"890","525 W Johnson St",2005-01-12,381.7,1811,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,NA,2005,43.080227,-89.38219,c(-89.38219, 43.080227)
"891","525 W Johnson St",2017-01-12,394,1680,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,NA,2017,43.080227,-89.38219,c(-89.38219, 43.080227)
"892","525 W Johnson St",2007-06-04,422.7,1922,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,NA,2007,43.080227,-89.38219,c(-89.38219, 43.080227)
"893","525 W Johnson St",2018-01-25,423,1570,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,NA,2018,43.080227,-89.38219,c(-89.38219, 43.080227)
"894","525 W Johnson St",2015-01-22,527,2610,NA,"Monona Bay","525 W Johnson St Madison, WI","indoor",NA,NA,2015,43.080227,-89.38219,c(-89.38219, 43.080227)
"895","706 John Nolen Dr",2004-12-14,71.06,692,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2004,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"896","706 John Nolen Dr",2009-07-08,222,1600,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2009,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"897","706 John Nolen Dr",2005-01-12,250.4,1018,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2005,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"898","5317 High Crossing Blvd",2010-02-08,535,2160,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2010,43.138985,-89.28901,c(-89.28901, 43.138985)
"899","5317 High Crossing Blvd",2007-01-04,587.4,2316,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2007,43.138985,-89.28901,c(-89.28901, 43.138985)
"900","5317 High Crossing Blvd",2019-01-23,658,2440,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2019,43.138985,-89.28901,c(-89.28901, 43.138985)
"901","5325 Brody St",2012-06-28,675,2460,189270.5892,"Spring Harbor","5325 Brody St Madison, WI","outdoor",NA,NA,2012,43.077766,-89.47436,c(-89.47436, 43.077766)
"902","5325 Brody St",2010-08-05,729,2560,189270.5892,"Spring Harbor","5325 Brody St Madison, WI","outdoor",NA,NA,2010,43.077766,-89.47436,c(-89.47436, 43.077766)
"903","5325 Brody St",2007-08-28,824.5,2903,189270.5892,"Spring Harbor","5325 Brody St Madison, WI","outdoor",NA,NA,2007,43.077766,-89.47436,c(-89.47436, 43.077766)
"904","5325 Brody St",2011-08-24,940,3420,189270.5892,"Spring Harbor","5325 Brody St Madison, WI","outdoor",NA,NA,2011,43.077766,-89.47436,c(-89.47436, 43.077766)
"905","5440 Congress Ave",2011-06-22,532,2090,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2011,43.139782,-89.28375,c(-89.28375, 43.139782)
"906","5440 Congress Ave",2010-07-06,556,2170,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2010,43.139782,-89.28375,c(-89.28375, 43.139782)
"907","5440 Congress Ave",2007-07-24,559.7,2042,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2007,43.139782,-89.28375,c(-89.28375, 43.139782)
"908","5440 Congress Ave",2014-07-09,663,2470,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2014,43.139782,-89.28375,c(-89.28375, 43.139782)
"909","5440 Congress Ave",2016-08-02,676,2440,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2016,43.139782,-89.28375,c(-89.28375, 43.139782)
"910","5440 Congress Ave",2012-06-06,747,2660,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2012,43.139782,-89.28375,c(-89.28375, 43.139782)
"911","5440 Congress Ave",2015-08-11,878,3220,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2015,43.139782,-89.28375,c(-89.28375, 43.139782)
"912","5440 Congress Ave",2018-07-31,991,1280,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2018,43.139782,-89.28375,c(-89.28375, 43.139782)
"913","5440 Congress Ave",2017-07-13,995,3280,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2017,43.139782,-89.28375,c(-89.28375, 43.139782)
"914","5440 Congress Ave",2019-07-08,1090,4320,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2019,43.139782,-89.28375,c(-89.28375, 43.139782)
"915","5440 Congress Ave",2003-07-14,1366,4780,98420.706384,"Starkweather Creek","5440 Congress Ave Madison, WI","outdoor",NA,NA,2003,43.139782,-89.28375,c(-89.28375, 43.139782)
"916","5317 High Crossing Blvd",2014-01-21,714,2880,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2014,43.138985,-89.28901,c(-89.28901, 43.138985)
"917","5317 High Crossing Blvd",2016-02-23,746,3110,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2016,43.138985,-89.28901,c(-89.28901, 43.138985)
"918","5317 High Crossing Blvd",2011-01-10,779,3000,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2011,43.138985,-89.28901,c(-89.28901, 43.138985)
"919","5317 High Crossing Blvd",2015-01-12,815,3070,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2015,43.138985,-89.28901,c(-89.28901, 43.138985)
"920","5317 High Crossing Blvd",2012-02-29,948,1580,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2012,43.138985,-89.28901,c(-89.28901, 43.138985)
"921","5317 High Crossing Blvd",2003-08-14,1090,3920,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2003,43.138985,-89.28901,c(-89.28901, 43.138985)
"922","5317 High Crossing Blvd",2008-06-23,1418,4940,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2008,43.138985,-89.28901,c(-89.28901, 43.138985)
"923","5317 High Crossing Blvd",2005-02-14,2074,6830,NA,"Starkweather Creek","5317 High Crossing Blvd Madison, WI","indoor",NA,NA,2005,43.138985,-89.28901,c(-89.28901, 43.138985)
"924","5515 Medical Cir",2010-02-18,347,1920,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2010,43.048542,-89.47424,c(-89.47424, 43.048542)
"925","5515 Medical Cir",2011-01-06,406,1670,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2011,43.048542,-89.47424,c(-89.47424, 43.048542)
"926","5515 Medical Cir",2014-02-06,417,1640,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2014,43.048542,-89.47424,c(-89.47424, 43.048542)
"927","5515 Medical Cir",2006-11-28,478,1807,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2006,43.048542,-89.47424,c(-89.47424, 43.048542)
"928","5515 Medical Cir",2013-01-16,483,1740,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2013,43.048542,-89.47424,c(-89.47424, 43.048542)
"929","5515 Medical Cir",2012-02-23,527,1880,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2012,43.048542,-89.47424,c(-89.47424, 43.048542)
"930","5533 Odana Rd",2017-08-22,175.8766,991,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,"y",2017,43.049995,-89.474945,c(-89.474945, 43.049995)
"931","5533 Odana Rd wade",2017-08-22,196.066,1060,9842.0706384,"Wingra","5533 Odana Rd wade Madison, WI","outdoor",NA,"y",2017,43.049995,-89.474945,c(-89.474945, 43.049995)
"932","5533 Odana Rd",2018-08-22,260.438,1280,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,"y",2018,43.049995,-89.474945,c(-89.474945, 43.049995)
"933","5533 Odana Rd",2019-08-01,301,1840,700301.18004,"Wingra","5533 Odana Rd Madison, WI","outdoor",NA,NA,2019,43.049995,-89.474945,c(-89.474945, 43.049995)
"934","5515 Medical Cir",2007-06-08,749.1,2749,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2007,43.048542,-89.47424,c(-89.47424, 43.048542)
"935","5711 Slate Dr",2019-07-09,626,2440,NA,"Starkweather Creek","5711 Slate Dr Madison, WI","outdoor",NA,NA,2019,43.153464,-89.280674,c(-89.280674, 43.153464)
"936","5711 Slate Dr",2017-08-30,774,2600,NA,"Starkweather Creek","5711 Slate Dr Madison, WI","outdoor",NA,NA,2017,43.153464,-89.280674,c(-89.280674, 43.153464)
"937","5711 Slate Dr",2018-08-02,1010,3590,NA,"Starkweather Creek","5711 Slate Dr Madison, WI","outdoor",NA,NA,2018,43.153464,-89.280674,c(-89.280674, 43.153464)
"938","5515 Medical Cir",2005-01-12,862.1,2920,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2005,43.048542,-89.47424,c(-89.47424, 43.048542)
"939","5515 Medical Cir",2017-01-05,1060,3600,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2017,43.048542,-89.47424,c(-89.47424, 43.048542)
"940","5515 Medical Cir",2008-07-28,1102,3840,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2008,43.048542,-89.47424,c(-89.47424, 43.048542)
"941","5515 Medical Cir",2015-01-22,1230,4040,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2015,43.048542,-89.47424,c(-89.47424, 43.048542)
"942","5515 Medical Cir",2016-03-02,1360,4560,567811.7676,"Wingra","5515 Medical Cir Madison, WI","indoor",NA,NA,2016,43.048542,-89.47424,c(-89.47424, 43.048542)
"943","5555 Odana Rd",2019-02-05,2500,8830,NA,"Wingra","5555 Odana Rd Madison, WI","indoor",NA,NA,2019,43.049995,-89.475685,c(-89.475685, 43.049995)
"944","610 John Nolan Dr",2015-01-13,604,2340,NA,"Wingra Creek","610 John Nolan Dr Madison, WI","indoor","y",NA,2015,43.05685,-89.3827,c(-89.3827, 43.05685)
"945","610 John Nolan Dr",2017-01-04,1830,7960,NA,"Wingra Creek","610 John Nolan Dr Madison, WI","indoor","y",NA,2017,43.05685,-89.3827,c(-89.3827, 43.05685)
"946","610 John Nolan Dr",2016-02-24,1900,8140,NA,"Wingra Creek","610 John Nolan Dr Madison, WI","indoor","y",NA,2016,43.05685,-89.3827,c(-89.3827, 43.05685)
"947","610 John Nolan Dr",2019-01-24,1920,10700,NA,"Wingra Creek","610 John Nolan Dr Madison, WI","indoor","y",NA,2019,43.05685,-89.3827,c(-89.3827, 43.05685)
"948","610 John Nolan Dr",2018-01-25,2250,9320,NA,"Wingra Creek","610 John Nolan Dr Madison, WI","indoor","y",NA,2018,43.05685,-89.3827,c(-89.3827, 43.05685)
"949","7418 Old Sauk Rd",2019-08-05,362.848,1630,NA,"Mendota","7418 Old Sauk Rd Madison, WI","outdoor",NA,"y",2019,43.0761975207153,-89.5121695508828,c(-89.5121695508828, 43.0761975207153)
"950","7418 Old Sauk Rd",2003-08-13,324,1330,NA,"Mendota","7418 Old Sauk Rd Madison, WI","outdoor",NA,NA,2003,43.0761975207153,-89.5121695508828,c(-89.5121695508828, 43.0761975207153)
"951","6320 Mineral Point Rd",2009-07-23,160,918,151416.47136,"Spring Harbor","6320 Mineral Point Rd Madison, WI","outdoor",NA,"y",2009,43.060818,-89.48956,c(-89.48956, 43.060818)
"952","6320 Mineral Point Rd",2010-08-05,166,819,151416.47136,"Spring Harbor","6320 Mineral Point Rd Madison, WI","outdoor",NA,"y",2010,43.060818,-89.48956,c(-89.48956, 43.060818)
"953","6320 Mineral Point Rd",2011-07-08,177,887,151416.47136,"Spring Harbor","6320 Mineral Point Rd Madison, WI","outdoor",NA,"y",2011,43.060818,-89.48956,c(-89.48956, 43.060818)
"954","6320 Mineral Point Rd",2007-07-26,199.8,1015,151416.47136,"Spring Harbor","6320 Mineral Point Rd Madison, WI","outdoor",NA,NA,2007,43.060818,-89.48956,c(-89.48956, 43.060818)
"955","7418 Old Sauk Rd",2007-07-06,371.8,1514,NA,"Mendota","7418 Old Sauk Rd Madison, WI","outdoor",NA,NA,2007,43.0761975207153,-89.5121695508828,c(-89.5121695508828, 43.0761975207153)
"956","7418 Old Sauk Rd",2011-08-11,422,1700,NA,"Mendota","7418 Old Sauk Rd Madison, WI","outdoor",NA,NA,2011,43.0761975207153,-89.5121695508828,c(-89.5121695508828, 43.0761975207153)
"957","7418 Old Sauk Rd",2012-08-07,438,1590,NA,"Mendota","7418 Old Sauk Rd Madison, WI","outdoor",NA,NA,2012,43.0761975207153,-89.5121695508828,c(-89.5121695508828, 43.0761975207153)
"958","7418 Old Sauk Rd",2010-08-05,522,2190,NA,"Mendota","7418 Old Sauk Rd Madison, WI","outdoor",NA,NA,2010,43.0761975207153,-89.5121695508828,c(-89.5121695508828, 43.0761975207153)
"959","7542 Widgeon Way",2010-08-05,93.656,710,158987.294928,"Mendota","7542 Widgeon Way Madison, WI","outdoor",NA,"y",2010,43.07391,-89.5139,c(-89.5139, 43.07391)
"960","7542 Widgeon Way",2011-08-11,139.5942,867,158987.294928,"Mendota","7542 Widgeon Way Madison, WI","outdoor",NA,"y",2011,43.07391,-89.5139,c(-89.5139, 43.07391)
"961","7542 Widgeon Way",2013-08-08,155.6872,922,158987.294928,"Mendota","7542 Widgeon Way Madison, WI","outdoor",NA,"y",2013,43.07391,-89.5139,c(-89.5139, 43.07391)
"962","7542 Widgeon Way",2007-07-06,152,904,158987.294928,"Mendota","7542 Widgeon Way Madison, WI","outdoor",NA,NA,2007,43.07391,-89.5139,c(-89.5139, 43.07391)
"963","7542 Widgeon Way",2012-08-07,234,965,158987.294928,"Mendota","7542 Widgeon Way Madison, WI","outdoor",NA,NA,2012,43.07391,-89.5139,c(-89.5139, 43.07391)
"964","6431 Bridge Rd",2010-07-13,175.8766,991,249837.177744,"Yahara River","6431 Bridge Rd Madison, WI","outdoor",NA,"y",2010,43.048603,-89.33886,c(-89.33886, 43.048603)
"965","6431 Bridge Rd",2011-06-27,184.362,1020,249837.177744,"Yahara River","6431 Bridge Rd Madison, WI","outdoor",NA,"y",2011,43.048603,-89.33886,c(-89.33886, 43.048603)
"966","6431 Bridge Rd",2016-08-04,201.918,1080,249837.177744,"Yahara River","6431 Bridge Rd Madison, WI","outdoor",NA,"y",2016,43.048603,-89.33886,c(-89.33886, 43.048603)
"967","6431 Bridge Rd",2014-07-23,207.77,1100,249837.177744,"Yahara River","6431 Bridge Rd Madison, WI","outdoor",NA,"y",2014,43.048603,-89.33886,c(-89.33886, 43.048603)
"968","6431 Bridge Rd",2019-07-30,81.6,739,249837.177744,"Yahara River","6431 Bridge Rd Madison, WI","outdoor",NA,NA,2019,43.048603,-89.33886,c(-89.33886, 43.048603)
"969","6431 Bridge Rd",2009-07-08,203,1040,249837.177744,"Yahara River","6431 Bridge Rd Madison, WI","outdoor",NA,NA,2009,43.048603,-89.33886,c(-89.33886, 43.048603)
"970","6431 Bridge Rd",2007-07-24,229.8,1073,249837.177744,"Yahara River","6431 Bridge Rd Madison, WI","outdoor",NA,NA,2007,43.048603,-89.33886,c(-89.33886, 43.048603)
"971","6431 Bridge Rd",2015-09-01,450,1620,249837.177744,"Yahara River","6431 Bridge Rd Madison, WI","outdoor",NA,NA,2015,43.048603,-89.33886,c(-89.33886, 43.048603)
"972","67 Golf Course Rd",2004-06-01,185,848,NA,"Cherokee Marsh","67 Golf Course Rd Madison, WI","outdoor",NA,NA,2004,43.15008,-89.369255,c(-89.369255, 43.15008)
"973","7917 Tree Ln",2010-08-05,100.971,735,253622.589528,"Mendota","7917 Tree Ln Madison, WI","outdoor",NA,"y",2010,43.06246,-89.52,c(-89.52, 43.06246)
"974","7917 Tree Ln",2011-07-08,275.068,1330,253622.589528,"Mendota","7917 Tree Ln Madison, WI","outdoor",NA,"y",2011,43.06246,-89.52,c(-89.52, 43.06246)
"975","7917 Tree Ln",2007-07-06,150.5,843,253622.589528,"Mendota","7917 Tree Ln Madison, WI","outdoor",NA,NA,2007,43.06246,-89.52,c(-89.52, 43.06246)
"976","7917 Tree Ln",2012-08-07,265,1080,253622.589528,"Mendota","7917 Tree Ln Madison, WI","outdoor",NA,NA,2012,43.06246,-89.52,c(-89.52, 43.06246)
"977","7917 Tree Ln",2013-07-31,632,2420,253622.589528,"Mendota","7917 Tree Ln Madison, WI","outdoor",NA,NA,2013,43.06246,-89.52,c(-89.52, 43.06246)
"978","8080 Watts Rd",2019-03-07,380.404,1690,NA,"Mendota","8080 Watts Rd Madison, WI","indoor",NA,"y",2019,43.054394,-89.52071,c(-89.52071, 43.054394)
"979","702 S High Point Rd",2007-06-04,166.3,972,NA,"Spring Harbor","702 S High Point Rd Madison, WI","indoor",NA,NA,2007,43.0512610786663,-89.5223813783334,c(-89.5223813783334, 43.0512610786663)
"980","702 S High Point Rd",2008-07-08,192.6,1092,NA,"Spring Harbor","702 S High Point Rd Madison, WI","indoor",NA,NA,2008,43.0512610786663,-89.5223813783334,c(-89.5223813783334, 43.0512610786663)
"981","702 S High Point Rd",2005-01-13,336.2,1482,NA,"Spring Harbor","702 S High Point Rd Madison, WI","indoor",NA,NA,2005,43.0512610786663,-89.5223813783334,c(-89.5223813783334, 43.0512610786663)
"982","706 John Nolen Dr",2005-08-15,534.3,2050,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2005,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"983","706 John Nolen Dr",2007-05-31,564.4,2171,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2007,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"984","706 John Nolen Dr",2006-11-28,687.8,2530,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2006,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"985","706 John Nolen Dr",2010-03-05,719,3560,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2010,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"986","706 John Nolen Dr",2014-02-04,756,3920,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2014,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"987","706 John Nolen Dr",2013-01-11,805,4290,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2013,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"988","706 John Nolen Dr",2004-06-21,1020,3660,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2004,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"989","706 John Nolen Dr",2012-02-16,1080,5130,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2012,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"990","706 John Nolen Dr",2004-08-30,1129,3670,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2004,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"991","706 John Nolen Dr",2019-01-24,2260,7310,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2019,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"992","706 John Nolen Dr",2015-01-13,2770,9360,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2015,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"993","706 John Nolen Dr",2017-01-04,3330,10300,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2017,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"994","706 John Nolen Dr",2016-02-24,3450,11500,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2016,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"995","706 John Nolen Dr",2018-01-25,5600,15100,NA,"Monona","706 John Nolen Dr Madison, WI","indoor",NA,NA,2018,43.047682390825,-89.3733363094435,c(-89.3733363094435, 43.047682390825)
"996","722 John Nolen Dr",2019-01-24,260.438,1280,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,"y",2019,43.04658,-89.37381,c(-89.37381, 43.04658)
"997","722 John Nolen Dr",2010-02-11,482.814,2040,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,"y",2010,43.04658,-89.37381,c(-89.37381, 43.04658)
"998","722 John Nolen Dr",2012-02-16,344,1990,NA,"Monona","722 John Nolen Dr Madison, WI","indoor",NA,NA,2012,43.04658,-89.37381,c(-89.37381, 43.04658)
"999","711 Cottage Grove Rd",2018-01-24,604,2980,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2018,43.083927,-89.31475,c(-89.31475, 43.083927)
"1000","711 Cottage Grove Rd",2011-01-06,657,3160,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2011,43.083927,-89.31475,c(-89.31475, 43.083927)
"1001","711 Cottage Grove Rd",2015-01-13,679,3140,167504.471442,"Starkweather Creek","711 Cottage Grove Rd Madison, WI","indoor",NA,NA,2015,43.083927,-89.31475,c(-89.31475, 43.083927)
